,selected,adaptive,aic_BM,aic_OU1,aic_OU2,disp_r,alpha_OU1,dtheta_OU2
Wdr83,OU2,True,1846.377413962305,1847.5897413343475,1845.6761231964742,0.8205766801705893,0.01540537649643895,0.649313144229712
Prdx2,OU1,False,2660.6402894161106,2659.427154789116,2661.160261271054,7.038268972508659,0.01540537649643895,0.13488363661897473
Polr2a,OU1,False,2213.416750793661,2208.190532935803,2209.700544529659,1.2494932453188543,0.10893246187363835,0.22347466445473518
Senp3,OU2,True,1974.0233287273734,1975.7887322371048,1973.0279995161407,1.0067840856179977,0.002178649237472767,0.47248103270767405
Plekha8,OU1,False,1864.4088407016486,1863.7851049643502,1865.1952168508058,0.8297671496585852,0.01540537649643895,0.590614031241282
Spc25,OU2,True,2228.1178150604387,2229.7093383387564,2225.0601505590835,0.735027838563,0.008026212415338536,1.002882324035431
Ufd1,OU2,True,2445.3227149959616,2444.4437433755656,2442.1012416323024,4.264539927759182,0.056753892261295374,0.4392326885661513
Letm1,BM,False,2428.8812337909662,2430.8812337909662,2432.47219340203,1.9184680023661347,0.0,1.54495148523291
Ubqln1,OU1,False,2598.74517040225,2597.357805175242,2598.2591561632316,3.505881611125369,0.01540537649643895,0.7129246930517832
Txn2,OU1,False,2493.382018933706,2489.7861326062093,2491.684623511338,4.0086379084321955,0.029568819352885703,0.0776878618486796
Crbn,OU1,False,2016.4592417830513,2009.9318290390652,2011.6994548828366,0.7958482254127367,0.10893246187363835,0.15089486182810852
Fbxo11,OU1,False,998.1972920148519,996.5820935812907,997.3300702034031,0.30670684467425996,0.029568819352885703,1.0428382704741708
Tbl2,OU2,True,2063.4962949204573,2061.6644368301936,2057.883670066975,0.9315273646312185,0.056753892261295374,0.7887718850631957
Bud23,OU1,False,2367.985709322739,2367.1606158773066,2368.9109404873725,2.4304443596043184,0.029568819352885703,0.13784806604026922
Mcm5,OU2,True,2712.80366222767,2710.8491759562103,2703.6094331081836,1.2275342292499796,0.01540537649643895,1.046361056701894
Hmox1,OU2,True,2327.4733264314636,2327.8435754360403,2326.2280016641917,1.0197821093577761,0.056753892261295374,0.3799519261914579
Mprip,OU2,True,2489.0499720003736,2486.396105446608,2481.9131319377084,2.3935283766571533,0.01540537649643895,0.25656160917163806
Cic,OU1,False,2047.9144453412866,2043.3305741555084,2043.5025811686496,1.4099544962877513,0.056753892261295374,0.2642234498823477
Pafah1b3,BM,False,1517.077293479914,1518.9618475646432,1518.9050194926556,0.6493855533424987,0.002178649237472767,3.3741597183013874
Prkaca,OU1,False,2047.5345700629045,2036.772329769491,2038.2732553063856,3.107767302611517,0.10893246187363835,0.11009588236456924
Asf1b,OU2,True,2546.3019760142674,2546.954157950039,2543.368805507121,0.9690704140453098,0.008026212415338536,0.7104817128153327
Ddx39,OU1,False,2832.613283548876,2831.268988085042,2833.027049412019,3.308921823934304,0.10893246187363835,0.09461604956262182
Dnajb1,OU1,False,2416.4209700898223,2413.6994567590955,2415.5569191453246,1.8230549340780602,0.10893246187363835,0.0748418490082301
Usp40,OU2,True,1747.028254539362,1746.914128898446,1744.931253077475,0.5874285897635627,0.029568819352885703,0.5628862645140886
Kbtbd4,OU1,False,1401.8806395132053,1400.2496076259827,1401.792937296394,0.705211007767902,0.056753892261295374,0.10474895064420231
Celf1,OU1,False,2320.497713503706,2318.995006924678,2320.975230208154,2.2653602839399,0.01540537649643895,0.07165977535357104
Ndufs3,OU1,False,2092.641681294062,2088.5832246712125,2090.4275483129704,1.955865577494268,0.10893246187363835,0.06195480604765269
Por,OU1,False,2586.1508726476186,2583.9303562305877,2584.0282408575063,2.033615671741338,0.029568819352885703,0.2738156375589984
Igf1r,OU2,True,2472.671620953045,2468.197354616142,2465.9995080667773,3.143034761647554,0.056753892261295374,0.35333152644729005
Insr,OU1,False,1932.136978852686,1930.7469268889254,1932.2254290152953,0.8035506786564868,0.01540537649643895,0.2958612563439713
Trim28,OU1,False,2327.7461217172468,2325.904386406232,2327.7928916668825,1.402176746309685,0.10893246187363835,0.03270202119833332
Ube2m,OU1,False,1729.8052777368068,1726.8923166704385,1728.7924573318492,1.3657890729285602,0.01540537649643895,0.058969950607925536
Mef2c,OU1,False,2774.783067136608,2772.89029451377,2774.8531124752953,2.4049874988526767,0.029568819352885703,0.04851091010381303
Ctr9,OU1,False,1958.5200503145516,1956.4433392018448,1958.4083995503918,0.8065818101439575,0.056753892261295374,0.04668139917977587
Eif4g2,OU1,False,2970.1999851774535,2965.7153851185894,2967.450623952056,7.450529556385832,0.029568819352885703,0.14532129619253187
Pcyt1a,OU1,False,2262.4882146296054,2259.8149488063486,2261.789482753437,1.255523393916882,0.01540537649643895,0.06453255917913037
Zfp592,OU1,False,1491.3210546863136,1486.3557753980192,1488.0907930405651,0.47311646627303605,0.10893246187363835,0.2025509025872836
Psmd4,OU1,False,2512.9969996573577,2511.2229897748966,2512.7274986518637,5.760326189053264,0.01540537649643895,0.1895315370815025
Snx6,OU1,False,2545.4587255240167,2544.8556555564783,2546.648230916593,2.6130188562186776,0.008026212415338536,0.1477454953563777
Mthfd2,OU1,False,2947.6702205523243,2940.2354350218993,2941.839727510163,2.923332895630806,0.10893246187363835,0.06202285869332691
Tomm40l,OU1,False,2208.7530411210137,2208.3759185201357,2210.1064305278164,1.2983284455224564,0.01540537649643895,0.09821980097163063
Nr1i3,OU1,False,783.3925605023093,782.0571026295237,783.9723458893179,0.4028724307460457,0.056753892261295374,0.11562730922849584
Pan2,OU1,False,1715.2048406079855,1714.4613820123072,1714.5080726580088,0.5845710771529674,0.10893246187363835,0.4164879759641211
Cs,OU2,True,2913.7372665082758,2904.4346872725955,2901.962880500215,5.7057380075539355,0.029568819352885703,0.174868011049913
Ampd3,BM,False,2032.1662480837676,2033.3124217431578,2035.2819865797237,0.8916716421053031,0.004181662535221101,0.2036676054991018
Bcas2,BM,False,2285.764974660669,2285.8362092766297,2287.831930636637,2.8184366225942012,0.008026212415338536,0.027860359003018864
Ctcf,OU1,False,1753.0192589646656,1752.0647117413073,1752.0909988150859,0.6830858022583223,0.056753892261295374,0.36544633922082514
Pard6a,BM,False,1594.2530056172645,1594.7584696877577,1596.220860031147,0.6376127676569399,0.10893246187363835,0.38789769878620195
Ranbp1,OU1,False,2602.1213040564526,2599.5669164456126,2601.379770799807,4.549479716959639,0.056753892261295374,0.09950395180143445
Psmb4,BM,False,2457.0021305286123,2457.4893561323383,2458.9770378399376,5.319588105404097,0.008026212415338536,0.2903748790888079
Sqor,OU1,False,1726.7901008610181,1725.3980941610994,1727.3705605387286,0.555847404831852,0.10893246187363835,0.0159993942547203
Bloc1s6,OU1,False,2076.80280216045,2074.709596104125,2076.345759480035,0.9886431669953759,0.029568819352885703,0.15936324364513155
Metap1,OU1,False,2402.0567823228753,2398.6245715048613,2399.7263156344125,1.6695060997571547,0.10893246187363835,0.18676992167485995
Gpr108,OU1,False,2123.779916573658,2121.487623568965,2123.479226839093,0.9850102456525951,0.10893246187363835,0.015055065777727528
Rsl1d1,OU1,False,2707.0289918278922,2705.21012988806,2707.2043530390806,2.7256094422578685,0.10893246187363835,0.012282465093704786
Apc,OU1,False,2287.6493011996226,2287.4753250331696,2288.942348903668,1.164337599574708,0.10893246187363835,0.1459698077007996
Reep5,OU1,False,2450.680355816631,2442.8571695503797,2443.333485198024,5.228367796731002,0.029568819352885703,0.1280477477125137
Ergic3,OU1,False,2430.5606845911766,2430.2815962277086,2431.28705779941,4.4557087999687,0.008026212415338536,0.321301728424471
Uqcc1,BM,False,2087.828227049724,2088.7194018054533,2090.4496469281557,1.0342341793053367,0.008026212415338536,0.21660651387257435
Ncoa2,OU1,False,1862.5943101039563,1860.8760354700737,1862.8665995481015,0.7021202638702464,0.029568819352885703,0.02974187788707905
Nr2c2,OU1,False,1809.0732517598597,1800.0501181246132,1801.3619277225312,0.8080128724819876,0.10893246187363835,0.2882706515218185
Nr2c1,OU2,True,1313.457905261356,1313.6354563472732,1313.420171566088,0.4207672259991765,0.10893246187363835,0.37170447945914953
Smpd4,OU1,False,2103.52965396766,2102.5960270940304,2103.28077901311,0.8627246948583822,0.01540537649643895,0.19506757806456854
Kctd20,BM,False,2300.3417662676275,2301.0541846017672,2303.026935051508,1.204914638384854,0.008026212415338536,0.06778108468816235
Ctns,OU2,True,1067.9072865761773,1068.5600064511693,1066.7821097379842,0.2990150582546855,0.10893246187363835,2.746031990797037
Ephb3,OU2,True,1353.6731205333956,1351.326148505138,1346.972842715079,0.3856046354247211,0.029568819352885703,0.8177622869563663
Rcn1,OU1,False,2457.245565583963,2451.794553978975,2452.4417082710734,1.9431984160333744,0.056753892261295374,0.6417130213676225
Trap1,OU1,False,2600.2013865273725,2598.1060851255397,2600.0966438170885,2.2752721054831015,0.029568819352885703,0.020779030933945286
Naa60,OU1,False,2275.6377633699854,2274.338941267497,2276.2392308969465,1.1992900729746494,0.01540537649643895,0.13156721422826312
Tpr,OU1,False,2401.315655576144,2398.1286251940933,2399.9515880187364,2.6023231944668206,0.10893246187363835,0.0526436252464233
Odr4,BM,False,2144.452676156881,2144.955864932823,2145.129544137449,1.0300620637966589,0.008026212415338536,0.3283728227711986
Dhx34,OU1,False,886.0360181010699,884.0101000604208,885.9602545629053,0.2836109796899107,0.10893246187363835,0.08991287955119986
Napa,OU1,False,2637.125998631342,2632.3955962018795,2632.685406150342,4.639504816952412,0.029568819352885703,0.16767141843598843
Sra1,OU2,True,2555.8347566329517,2552.2886568583212,2550.7696126604415,4.093784838719882,0.029568819352885703,0.369844548196804
Atp5g1,OU1,False,2297.3780416858617,2292.807251623004,2294.7681247847277,3.690531205672119,0.029568819352885703,0.04722878667189878
Snf8,OU1,False,1755.6152642119166,1752.6356434664322,1754.2563120376544,0.9791792960064514,0.10893246187363835,0.13007452991022816
Tbcb,OU1,False,2264.049862930329,2257.6762628402007,2259.5565756697006,3.8185838585445477,0.029568819352885703,0.04557496988530563
Crkl,OU1,False,2381.337076963766,2378.8399794175566,2379.0988360834745,1.3272503993279599,0.029568819352885703,0.3422977481400302
Clint1,OU1,False,1805.9493157894453,1804.8252179027475,1806.258153530801,0.7327511072627146,0.029568819352885703,0.1498409210277165
Cdkal1,BM,False,1719.368785483169,1720.5219719376719,1721.6977336394161,0.6227381086463115,0.008026212415338536,0.3932621540490713
Zbtb17,BM,False,1568.0762807472584,1568.6528670040366,1569.770278777176,0.4951324660095491,0.01540537649643895,0.1823326357186188
Fblim1,OU2,True,2168.494978284347,2165.886798068117,2165.514302514449,1.4314714335629162,0.056753892261295374,0.7391974393063858
Mob1b,OU2,True,1976.7906949385094,1972.1478528781975,1970.0488547243565,1.0879736770536617,0.056753892261295374,0.40657242649153513
Atp6v1b2,OU2,True,2700.434992821019,2697.9451089717695,2694.409614674829,1.890699048888671,0.01540537649643895,0.6947437431224381
Eps15l1,OU1,False,2148.3304645045328,2146.955709295976,2148.6696263189833,1.1713464980588741,0.029568819352885703,0.10417671284875318
Tep1,OU1,False,1657.2310560902872,1656.200031118213,1657.7456010259193,0.5940510907127282,0.056753892261295374,0.1045292487902536
Ttc5,OU1,False,2158.015622765115,2155.4846183559885,2156.8682014757987,1.03426176680273,0.10893246187363835,0.12319398112647395
Osgep,BM,False,1931.485166118036,1932.4688386395003,1933.8189565976395,0.9256431381322119,0.029568819352885703,0.16305587417127843
Aamp,BM,False,2624.223574053322,2626.223574053322,2628.2070741970956,4.238502281574274,0.0,0.46677470386240305
Tmbim1,OU2,True,2762.5122999552027,2763.4999452997586,2762.1629534356807,3.778380611234688,0.004181662535221101,0.6579779241682715
Arpc2,OU2,True,2679.285891713825,2678.122408580979,2676.4569577809307,11.304825232681846,0.008026212415338536,0.62169104726049
Kmt2b,OU1,False,1536.809389332944,1533.4193857518892,1535.2649280698872,0.5307335179255782,0.029568819352885703,0.20133263677929047
Tmem147,OU1,False,2196.154626221531,2192.047073248259,2192.6460636004,1.9101714517090902,0.056753892261295374,0.15819728839808445
Rps9,OU1,False,2578.456530562356,2575.042752462803,2575.326372080444,7.507685993238829,0.029568819352885703,0.2490194578030458
Tfpt,BM,False,1258.0822515299778,1260.0822515299778,1260.985538342152,0.6543826523206173,0.0,1.8384563658173807
Pgrmc1,OU2,True,2764.590627470879,2762.6214271232184,2761.8483290981276,4.486471105577862,0.029568819352885703,0.22038966180635544
Gcat,OU1,False,2045.831833094001,2043.9753494908296,2044.1708940160063,0.9149939821343593,0.029568819352885703,0.2257725516772906
Elovl1,BM,False,2601.791272516612,2602.6616443285025,2604.6458499887112,2.8104442295296104,0.004181662535221101,0.06483409867289414
Med8,BM,False,2192.021593978159,2192.6597797632517,2194.540600173167,1.48951290127059,0.008026212415338536,0.11476111636509767
Hyi,BM,False,1053.879690988908,1054.9175304869432,1055.1062736231374,0.45101909118942135,0.008026212415338536,0.4553529022960974
Pfdn2,OU1,False,1702.7549411433142,1702.0350169726476,1703.9397566360226,1.0000372782168312,0.10893246187363835,0.060916146664559356
Rnf114,BM,False,2385.944863344135,2386.226124377985,2388.162333895785,1.3538188882372681,0.008026212415338536,0.08600055773755422
C330007P06Rik,OU2,True,1993.2962445233966,1992.9384565124242,1990.1076448271506,0.8915279891931648,0.029568819352885703,0.46344159616211567
Srm,OU1,False,2595.5035194634197,2590.5742201224966,2592.489121337586,2.0708122991723283,0.10893246187363835,0.13673845404917984
Rbm14,OU2,True,2041.707368567655,2033.4709459331657,2030.323152737852,1.0314264233779362,0.10893246187363835,1.1027223292824186
Zdhhc24,OU1,False,1060.7805729566978,1060.373910802804,1062.372994034049,0.29792456345420026,0.029568819352885703,0.02938641998778646
Ndor1,BM,False,1292.2471600773997,1294.2471600773997,1295.264715817312,0.3782132420938195,0.0,1.846188084353706
Pdk1,BM,False,1710.6685662619254,1712.6685662619254,1714.6685662619254,0.6805393433784196,0.0,3.941271405119039
Ptbp1,OU2,True,2620.17999062817,2616.05676122604,2614.150782253397,2.6411685731827648,0.10893246187363835,0.321085256747053
Mvd,OU1,False,1963.0763805090594,1961.4186885293304,1963.4176530415339,0.8023815591592006,0.029568819352885703,0.020921039525652496
Cyba,BM,False,1976.0032731165975,1978.0032731165975,1980.0032731165975,1.9626281052826038,0.0,4.629794752495013
Stimate,OU1,False,1261.3208096503658,1260.4461879703715,1261.733584066535,0.43880675666885155,0.01540537649643895,0.43106828059314317
Cdt1,OU1,False,1803.9029701803893,1803.599198079573,1804.9613994508213,0.673123643557245,0.029568819352885703,0.26079006055002907
Runx1t1,OU1,False,1839.2334269407336,1832.1415460004466,1832.9837868206273,0.6137785817698211,0.10893246187363835,0.4206746835697208
Aprt,OU1,False,2503.9680273296353,2499.5033791259093,2501.5031868499736,3.656344645519251,0.029568819352885703,0.0012336688199541257
Gtf2h1,BM,False,2403.567407008807,2403.8565613650367,2405.2293497924084,1.4091325438284394,0.029568819352885703,0.20441703184849747
Qrich1,OU1,False,2512.3247254281646,2507.7056926116416,2508.342722347916,2.052393286827305,0.10893246187363835,0.3588285206011914
Usp19,BM,False,2177.073557547894,2177.262660867671,2178.457778444136,1.2494518945605038,0.01540537649643895,0.19786131876986524
Pola1,OU2,True,1768.6113048375273,1769.1863841617735,1761.6880733668063,0.6160585386067651,0.01540537649643895,1.0576386263615123
Cdc42,OU1,False,2762.789186643945,2743.410364825028,2745.168286851156,7.415535508520113,0.10893246187363835,0.01910110147806776
Pknox1,BM,False,1467.1789551398356,1469.1789551398356,1471.1789551398356,0.49026871323335586,0.0,4.236149222970504
Gmnn,OU2,True,2173.4369627847796,2172.118516898524,2170.602879355595,1.1013617418558186,0.01540537649643895,0.4926339492183667
Acot13,OU1,False,1864.1289681410037,1863.1234311936403,1865.005588135641,1.0440320028153227,0.029568819352885703,0.10818539477884936
Cdk4,OU2,True,2880.398381865438,2879.892417517012,2877.3044835594374,5.071325336115281,0.008026212415338536,0.6067505735222296
Mettl1,BM,False,1729.6004184174267,1729.8047936611035,1731.5537456552927,0.855994160152943,0.10893246187363835,0.1943001107753135
Tspan31,OU2,True,2533.8270267980974,2531.712179024136,2530.5763639836396,6.450536213502682,0.01540537649643895,0.6060275127715178
Kif5b,BM,False,2640.061183782186,2641.1274704211105,2642.2145832097685,6.588543643456987,0.008026212415338536,0.47898427490374296
Cnp,OU2,True,1746.8368043730075,1745.4399117226671,1742.7983714209988,0.6463275447096188,0.029568819352885703,0.9205699645854315
Sulf2,OU1,False,2264.784026478906,2263.7309198948747,2265.6216798634296,1.104668613475843,0.029568819352885703,0.12950865950154
Sod2,OU2,True,2373.807221770402,2372.7137049896837,2369.93543669863,3.563849335533125,0.008026212415338536,0.293385674175072
Stambp,OU1,False,2200.256770913247,2198.9418266854823,2200.89542731727,1.2720316667003513,0.10893246187363835,0.016788715495394513
Ezh1,OU2,True,1868.9128673368425,1868.2595777278518,1860.234088238431,0.7668089950531722,0.029568819352885703,1.1276226958681548
Ctnnb1,OU1,False,2610.3594779638597,2604.3798644609165,2606.227491694695,1.9512038046016016,0.029568819352885703,0.05117092174504645
Eif1b,OU2,True,2111.3673137682886,2112.047430472532,2109.757731303176,2.1222706469322823,0.01540537649643895,0.7919375784227798
Psmd2,OU1,False,2926.549030545674,2923.537237227773,2925.44437282726,5.195103163911662,0.029568819352885703,0.06046756323301761
Vars,BM,False,2551.9084273044255,2553.9084273044255,2555.392638508575,1.7845449000401197,0.0,2.1839211826711624
Abhd16a,OU1,False,2310.4662772877537,2307.9498655092166,2309.879852055785,1.5971679819758775,0.029568819352885703,0.044926281544515945
Clic1,BM,False,2616.9513087507667,2617.1773039485256,2619.1770194264172,7.735362375144715,0.004181662535221101,0.02519788964468006
Lsm2,OU1,False,1811.8770210790262,1808.1353785434915,1808.6174015550446,1.0629959940863858,0.10893246187363835,0.15317351123055367
Pole,OU2,True,1647.6436935760755,1646.175330910809,1641.9716447568599,0.5272212259538775,0.029568819352885703,1.0149170042162519
Stx1a,OU1,False,1162.2476184349891,1161.1913645514655,1163.19005605743,0.4045540406708275,0.056753892261295374,0.008002020000551724
Mrpl49,OU1,False,2160.2919389636345,2156.475778475277,2158.0099057270672,1.0345620097424557,0.056753892261295374,0.07063569086381705
Mark3,OU1,False,1826.0300769096273,1822.9256672390106,1824.811389971022,0.7925086934073022,0.10893246187363835,0.10436669389261688
Gatad1,BM,False,2439.666142669473,2440.524293969958,2442.4536746984368,3.811169334523684,0.01540537649643895,0.0917594846446459
M6pr,OU2,True,2781.7086146066526,2782.8130546256352,2778.8873829191652,5.459283879445891,0.004181662535221101,0.8889412773002183
Lrrc8a,OU2,True,2432.073688345163,2429.496624924611,2429.3400828028452,4.758858552276446,0.10893246187363835,0.22548637556295859
Ppp2r1a,OU1,False,2692.945444764448,2682.6040907798842,2684.3460921669907,3.7680306386136193,0.10893246187363835,0.01961195358670942
Tinf2,BM,False,1680.4834687594764,1680.8566892162164,1682.5177122144999,0.5326655763428618,0.056753892261295374,0.18337612721892782
Dus3l,BM,False,1418.527976199451,1419.1185480104605,1420.7410399305961,0.42390239611387553,0.01540537649643895,0.11487812709257295
Gtpbp3,BM,False,1873.8450177541017,1874.360087047027,1875.2474164751882,0.7921410239297119,0.056753892261295374,0.179439866714052
Cav1,OU1,False,3092.647003640494,3086.3906179788833,3086.507122695716,2.8545864399632457,0.10893246187363835,0.26561524424740046
Arpp19,BM,False,2398.2968905096427,2400.2968905096427,2400.899039858747,2.2331200728387617,0.0,0.22551805043090933
Bcl2l1,BM,False,2872.6340034634545,2874.5361042006966,2872.7661463945647,8.019580444049254,0.002178649237472767,3.5441521725955782
Khsrp,OU2,True,1660.8075137056371,1656.4768779422527,1655.901519449399,1.4957150805706536,0.056753892261295374,0.32600740070946266
Ccdc124,OU1,False,2203.419537246096,2198.8719098447395,2200.6631762167463,3.540009851745737,0.01540537649643895,0.06708178939808018
Cct4,OU2,True,2771.7919946477277,2771.597527240901,2764.7523901654795,5.932051833038774,0.01540537649643895,0.5148892470113964
0610009B22Rik,OU1,False,2053.8233421805744,2051.560772206902,2053.390675528495,1.3104929716785338,0.056753892261295374,0.04041639321200474
Zfp655,BM,False,2038.188376208377,2039.409603825018,2040.8112885670407,0.6994265345118473,0.01540537649643895,0.2824028990697327
Rhoa,OU1,False,2729.292833969213,2724.3573784818514,2725.1850313351806,8.061131176326445,0.01540537649643895,0.19462312625560063
Zmiz1,OU1,False,2212.5611449331236,2211.022471755242,2212.4572506021154,1.3935034943183486,0.10893246187363835,0.08092141338748604
Ankrd26,OU2,True,2011.7718026667949,2007.6347457413744,2004.1885732328053,0.9860320066892905,0.029568819352885703,0.9894222098079295
Hnrnpa0,OU2,True,1913.4611319177357,1910.25154194245,1909.0859535250593,1.342719537141026,0.01540537649643895,0.6648682700976272
Prrg2,OU1,False,1182.3769332953452,1178.0312845509713,1180.0149627733888,0.5624020289372877,0.10893246187363835,0.06241518596689932
Hnrnph1,OU2,True,2386.224371233961,2382.8752336130797,2376.4366617798005,1.784770989376528,0.10893246187363835,0.5964478470662655
Ift43,BM,False,1965.5662783733371,1967.5662783733371,1969.5662783733376,1.321201906890476,0.0,4.548036012235009
Id3,OU1,False,2470.498575619173,2469.7120300596466,2470.3927515466044,0.9197631204848938,0.10893246187363835,0.7342458246501531
Arid1a,OU1,False,2325.7289236927895,2319.417846779418,2321.110797884973,1.9192996779818061,0.10893246187363835,0.05442389235668976
Crlf1,OU1,False,2315.8193036730813,2313.240831784559,2314.8627830131463,3.1456384479601645,0.10893246187363835,0.5572939193649233
Ctsd,BM,False,3092.3132387072264,3093.9634015741344,3095.8478473767277,5.463615439836113,0.002178649237472767,0.3596520220354762
Rplp1,OU2,True,2477.2998899678473,2472.3837329151092,2471.0078596008757,5.9209212781604625,0.056753892261295374,0.35399121134509404
Abhd8,BM,False,2310.313745200824,2311.782147621061,2313.569774255941,2.2788779414345988,0.002178649237472767,1.3246326041328684
Ift22,OU1,False,1762.7002487798418,1761.099689920065,1763.0907484503575,0.7515700961812375,0.056753892261295374,0.02278998901320506
Mid1ip1,OU1,False,2502.7902155657666,2493.0635581742968,2494.603176385136,2.749163621160688,0.10893246187363835,0.026039890106283714
Ap2s1,OU2,True,2058.2015318818153,2056.7208682897613,2054.498931791918,3.214035315383879,0.01540537649643895,0.26172755218769783
Fgfrl1,OU1,False,2034.4546168472548,2030.7729936741316,2031.5950384653784,0.8575709273872368,0.029568819352885703,0.35064589361977117
Emc10,OU1,False,2296.329151644277,2295.7227105634347,2297.4998408709725,5.306947090626445,0.008026212415338536,0.5770073574861598
Fnbp4,OU1,False,2071.7170148681325,2070.977598671341,2072.8092135877887,1.289230440178734,0.10893246187363835,0.06448496254157021
Cers4,OU1,False,2342.9516133553225,2342.173062059895,2342.4942273803586,1.322130236419634,0.056753892261295374,0.2549562190971182
Scrn3,OU2,True,1475.8287289887935,1477.8287289887935,1475.3281289379186,0.46957330000977443,0.0,2.7204999670050976
Phax,OU2,True,2314.729805837643,2312.0042581813263,2311.8171355196687,2.1974951539204963,0.10893246187363835,0.2015061572654746
Snrpb2,OU2,True,2143.5140633396313,2140.3654720783766,2139.0978005455027,2.283936352481009,0.10893246187363835,0.22460636524524613
Ubc,OU1,False,1953.4464650075704,1952.8175886186662,1954.459810250181,4.752094988944577,0.029568819352885703,0.11369673066707087
Prpf31,OU1,False,2350.657351104721,2349.639824252752,2351.1466401979783,1.3764326046271251,0.01540537649643895,0.19830815651723022
Sertad1,BM,False,1663.0020057058025,1663.7900235694065,1665.2969528878177,0.6283431661460843,0.01540537649643895,0.26129608767746504
Carhsp1,BM,False,2603.301421534886,2603.4137332083055,2604.981284203784,2.413097738529241,0.01540537649643895,0.45966076356582697
Elk3,OU1,False,2205.7455748969196,2201.7386982892194,2202.6098343971084,2.580571116330191,0.10893246187363835,0.10815435196482781
Rdh13,OU1,False,2377.053868068234,2374.055387736913,2375.709573633855,1.6563384366850196,0.10893246187363835,0.11630692864584624
Nutf2,OU1,False,2086.6065376812544,2083.7104190896707,2085.4674109125945,5.595616439689387,0.01540537649643895,0.12063885544829134
Arpc5,OU1,False,2518.0145279320523,2517.995780082856,2519.921396732959,4.465594746402431,0.10893246187363835,0.04203766133543407
Nfib,OU1,False,2489.935095830673,2482.7574288060346,2484.6588343044687,2.8073168392435153,0.10893246187363835,0.06068931894102825
Ubqln4,OU1,False,2073.6949105907756,2068.9711678138115,2069.8074566331966,1.4621185262535425,0.10893246187363835,0.21302251101318337
Rps18,OU1,False,2629.560519488895,2626.8559460665883,2628.6844323861537,4.8110139933560685,0.056753892261295374,0.0768192003121122
Rpl10,OU1,False,2679.556762529666,2677.4499044313234,2677.7134053342156,6.058397027288776,0.01540537649643895,0.2775032834634068
Rps15a,OU2,True,2356.429006826254,2352.6380613358037,2352.5450805988576,5.295965441954391,0.029568819352885703,0.28326268660371934
Ncaph2,BM,False,2721.0759494617214,2721.0805358887,2722.9660386360993,2.8753727177002513,0.008026212415338536,0.16439245248094636
Hipk1,OU1,False,2041.6258966879045,2039.3401168302871,2041.3398223628278,0.9839141883190473,0.10893246187363835,0.0024289274931570404
Gprc5b,OU1,False,2308.7367088354067,2306.0727671496634,2307.910595637385,2.2818532248963077,0.056753892261295374,0.14412477664728307
Man1a2,OU1,False,2203.179131084048,2201.7621500399596,2203.23573823221,1.087205411644543,0.10893246187363835,0.1137781248326526
Hdac5,OU2,True,2409.1818982818177,2406.681069928219,2404.9301999275685,1.8875457299799805,0.056753892261295374,0.8553945023712659
Rala,OU1,False,2202.4055949350272,2197.3377504377,2197.375688110182,2.188853361587607,0.056753892261295374,0.5447504279873359
Vdac3,OU2,True,2745.199760402723,2737.127711190929,2735.3714761007386,8.156028288125674,0.10893246187363835,0.18773885582136796
Vps72,OU1,False,2208.016865363126,2207.0236455267736,2208.890627663536,2.014157483155083,0.01540537649643895,0.10060352823944463
Dynll1,OU2,True,2391.2399331786423,2390.217777139127,2382.5763680936657,2.7625310142199946,0.01540537649643895,0.732265266765328
Pdcl,BM,False,2008.5570936459321,2009.5341813924265,2010.9401381014823,0.8887441528714058,0.10893246187363835,0.25901965593503906
Tmem184b,OU1,False,2474.446840421643,2472.1784995274047,2473.2174612391996,1.73061005503832,0.10893246187363835,0.24027413062323255
Nf2,BM,False,2144.4554652255824,2145.5237978291266,2147.521529822485,1.229100122561902,0.008026212415338536,0.02156907717443257
Zmat5,OU2,True,1727.7825938810552,1729.7111142079164,1727.2858514972634,1.2840096673684847,0.002178649237472767,1.4258493270284567
Ewsr1,OU2,True,2722.779042699178,2720.217285106214,2719.0270626388597,6.070884773359421,0.029568819352885703,0.2277414567445213
Ap1b1,BM,False,2180.338995996507,2180.4014846929967,2181.782170998218,0.9193584572152562,0.008026212415338536,0.26858792274544374
Bcl2l13,OU2,True,2313.0814984624712,2313.919291020179,2313.016555829936,1.3204180510958559,0.01540537649643895,0.4472535368230517
Lnpk,OU1,False,2246.842196846743,2244.344285147541,2246.291154043758,1.7598366763557027,0.029568819352885703,0.06007325460473645
Pttg1ip,OU1,False,2705.3265786997017,2698.682895125079,2699.0351358005446,3.2813726803318044,0.10893246187363835,0.13039095582993454
Ube2g2,OU1,False,2609.0733760115836,2604.983054269606,2606.7911438323476,2.412597604852391,0.029568819352885703,0.044858220069682986
Met,OU2,True,2588.7365291789274,2584.9189650733597,2584.534399439791,1.6288992359431567,0.029568819352885703,0.20532437529024872
Elk1,BM,False,1503.7437430281766,1503.9432344997454,1505.24061151625,0.534981876999054,0.01540537649643895,0.5775336729614828
Nav1,OU1,False,2495.00534328058,2494.3019822077677,2496.0974898604495,2.249244453153546,0.01540537649643895,0.13980708653167895
Tnpo1,OU1,False,2452.4181113399386,2448.7816006118774,2450.2899059902666,1.608566582045669,0.10893246187363835,0.1105933110459496
Rnmt,BM,False,1821.1356950091927,1823.0709484252995,1824.0705977968553,0.7513378004923197,0.004181662535221101,1.8088973160551838
